gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,62,No,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,29.05,1825.36,No
Female,0,No,No,45,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),22.12,1006.35,No
Male,0,No,No,12,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),37.47,467.44,No
Female,0,Yes,Yes,68,Yes,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),39.87,2703.82,No
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,66.62,682.82,Yes
Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.95,6034.98,No
Female,0,No,No,28,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,99.4,2768.7,No
Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),69.84,2221.18,Yes
Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.43,887.2,No
Female,1,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,68.84,568.23,No
Male,1,No,No,63,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),68.51,4308.23,No
Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),64.68,4406.45,No
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,54.21,2503.72,No
Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.56,3543.63,No
Male,0,No,No,62,Yes,No,No,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,74.58,4627.94,No
Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,35.06,1860.29,No
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.59,957.47,Yes
Female,0,No,No,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.7,1464.41,No
Female,0,Yes,No,58,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),88.74,5129.78,No
Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),113.99,6846.51,No
Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,49.77,1911.51,No
Female,0,No,No,64,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Electronic check,62.53,3993.42,No
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.07,1264.73,Yes
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.94,1658.47,No
Male,0,No,Yes,2,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,113.92,252.71,Yes
Female,0,Yes,Yes,66,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),112.01,7393.34,No
Male,0,Yes,No,17,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),58.9,983.74,No
Male,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),78.86,1437.21,No
Male,1,No,No,30,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),32.47,978.79,Yes
Female,1,No,Yes,56,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,60.71,3394.16,No
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),104.38,2593.0,No
Male,0,Yes,No,11,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.04,1231.16,Yes
Female,0,No,No,20,No,No,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,20.46,392.06,No
Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.5,2000.49,Yes
Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,118.97,5850.17,Yes
Male,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),34.91,1383.17,No
Female,0,No,Yes,68,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),30.94,2076.94,Yes
Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),21.33,1062.85,No
Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,25.27,1804.3,No
Female,1,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.17,7442.25,Yes
Male,0,Yes,No,46,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),110.17,5088.09,No
Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,27.35,207.07,Yes
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,81.35,344.72,No
Female,1,Yes,No,70,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),34.16,2382.31,No
Female,1,Yes,Yes,19,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.43,1749.05,Yes
Female,0,Yes,No,16,Yes,No,No,No internet service,No,No,No,No,No,Two year,Yes,Electronic check,68.22,1101.52,No
Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),65.76,4574.78,No
Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,78.52,1090.27,No
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,87.62,0.0,No
Male,0,No,No,32,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.89,2754.72,No
Male,0,No,Yes,59,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,65.17,3828.44,No
Male,1,No,No,26,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,83.26,2169.13,No
Male,0,Yes,Yes,55,Yes,No,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),108.52,5956.21,No
Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,24.64,294.8,Yes
Female,0,No,Yes,45,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),67.44,3010.77,No
Female,0,Yes,No,55,No,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),108.41,5947.15,No
Female,0,No,No,12,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,One year,No,Mailed check,20.81,251.56,No
Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,No,Mailed check,56.61,1982.44,No
Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,49.97,2158.46,Yes
Female,0,No,Yes,48,Yes,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,80.92,3892.49,No
Female,1,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),116.63,723.5,Yes
Female,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,76.54,1911.98,No
Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.71,1000.02,Yes
Female,0,No,Yes,29,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,110.7,3227.89,No
Male,0,Yes,No,45,Yes,No,No,No internet service,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),38.9,1743.67,No
Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.7,4187.67,No
Male,0,No,Yes,42,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,40.27,1685.35,No
Male,1,No,Yes,5,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.95,194.99,Yes
Male,0,Yes,No,1,Yes,Yes,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,96.83,118.85,Yes
Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),77.26,253.89,Yes
Male,0,No,Yes,14,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,109.63,1531.04,Yes
Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,95.93,2027.91,Yes
Male,0,No,No,23,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),35.3,829.04,No
Female,0,No,No,52,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),50.27,2609.09,No
Male,0,Yes,No,46,Yes,No,No,Yes,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,55.08,2522.93,No
Female,0,No,Yes,51,No,No,No,No internet service,No,No,No,Yes,No,Two year,Yes,Mailed check,50.74,2589.08,No
Female,1,No,No,26,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,85.52,2232.23,No
Male,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,91.47,5302.49,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.12,3244.73,Yes
Male,0,No,No,62,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,114.0,7049.25,No
Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,59.29,1155.15,No
Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,92.73,2796.19,No
Female,0,Yes,Yes,11,Yes,No,No,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),27.03,269.3,Yes
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,60.74,1066.68,No
Male,0,No,Yes,27,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No,Two year,No,Mailed check,46.66,1234.7,No
Male,0,No,No,43,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,30.09,1272.14,No
Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,107.26,6331.69,Yes
Male,0,Yes,Yes,17,No,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,52.3,888.97,Yes
Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,93.96,3178.17,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.55,1483.12,No
Male,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,39.98,754.11,No
Female,0,Yes,Yes,7,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),90.09,645.7,Yes
Male,1,Yes,No,40,Yes,No phone service,No,No,No internet service,No,No,No,Yes,One year,No,Mailed check,19.43,763.04,No
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),78.91,1734.71,No
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.91,1350.62,No
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,39.02,956.09,Yes
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.52,1777.16,No
Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),102.71,3771.64,No
Male,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.53,3668.63,No
Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,75.89,1742.35,No
Male,0,Yes,Yes,32,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,One year,No,Mailed check,49.58,1587.11,No
Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),28.34,1914.92,No
Female,0,No,No,11,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,24.74,272.31,Yes
Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),85.35,5741.23,No
Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),31.6,1272.41,No
Female,0,No,Yes,0,No,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,94.28,0.0,Yes
Female,0,Yes,Yes,33,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),91.13,3004.95,No
Male,0,Yes,Yes,6,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),48.18,265.15,No
Female,0,No,No,54,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),100.34,5438.43,No
Male,0,Yes,Yes,63,No,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),61.19,3870.62,No
Male,0,No,Yes,55,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.99,1582.87,Yes
Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,95.21,2546.77,No
Female,0,Yes,Yes,35,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),106.82,3739.5,No
Female,0,No,Yes,53,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,111.05,5883.27,No
Female,1,No,No,25,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.28,1353.14,Yes
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.92,2869.88,No
Female,1,No,Yes,71,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),29.21,2095.55,No
Female,0,No,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),85.63,2300.8,No
Female,0,Yes,No,66,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),72.7,4796.92,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),61.3,1059.23,No
Male,1,No,Yes,4,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,107.83,446.36,Yes
Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),114.38,6957.89,No
Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.66,3590.31,Yes
Male,0,Yes,No,68,Yes,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),48.46,3292.81,No
Female,0,No,No,67,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,47.18,3152.14,No
Male,0,No,No,56,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),21.33,1208.61,No
Male,0,No,No,7,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.97,730.7,Yes
Female,1,No,No,14,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,43.31,610.6,No
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),108.81,117.71,Yes
Female,0,No,No,18,No,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,95.01,1728.79,No
Female,1,Yes,Yes,19,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.0,1644.88,Yes
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,20.75,975.85,No
Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),35.89,443.14,No
Male,0,No,No,36,No,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),20.48,707.57,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),66.43,1935.97,No
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,37.53,330.76,No
Male,1,No,No,31,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.62,2528.08,Yes
Female,0,No,No,63,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),40.72,2557.73,Yes
Female,1,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),49.56,590.84,No
Female,0,Yes,Yes,22,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.18,2241.79,Yes
Female,1,No,Yes,1,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),33.92,44.23,Yes
Male,0,No,Yes,54,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,58.09,3117.8,No
Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.64,2603.71,No
Male,0,No,No,57,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),65.33,3706.68,No
Female,0,Yes,No,57,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.97,5700.32,No
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Electronic check,66.6,797.29,No
Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,65.42,1054.2,No
Female,1,Yes,No,18,Yes,No,No,Yes,No internet service,No,No,No,No,One year,No,Electronic check,64.61,1162.22,No
Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),47.06,2236.48,No
Male,0,Yes,Yes,72,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),49.46,3582.21,No
Female,0,No,Yes,61,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),85.09,5174.74,No
Male,1,No,No,34,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.75,3374.96,Yes
